q1,q2,q1_dot,q2_dot,u1,u2
0.0,4.3790577010150533e-47,-5.473822126268817e-48,2.1625105769026563e-27,-0.13599255822575557,0.4236844715435664
-0.0036349524266230063,0.008823618055866062,-0.298658036950171,0.7248799495577095,-0.6153591247703292,1.776426910483478
-0.015325998457996783,0.037193532486418095,-0.6444874998331307,1.563703737034752,-0.3430292185393934,0.9281504030147653
-0.0354550356480609,0.08601030836565135,-0.9563985593002817,2.3188207635771705,-0.6945210478598133,1.7831435604370043
-0.06267408289812632,0.1519937098819079,-1.211688293591251,2.937035008847111,-0.3473146109643118,0.8447660714460579
-0.0949605940303084,0.2302469049333392,-1.3561734713571374,3.286935687149677,-0.6372539824955208,1.4574809537482567
-0.12972980494054256,0.31452638588823406,-1.410304555594005,3.4191405880449133,-0.28840813857822317,0.6081628514482159
-0.1641380235801614,0.3979626334009044,-1.3313305379622553,3.2290493395299804,-0.4795464192320602,0.8887565200686424
-0.1957452916862653,0.4746434179875418,-1.1862311977909787,2.87870158992294,-0.19790044000457416,0.2955804990932909
-0.2225545809210873,0.539709376602167,-0.9533778509716525,2.313850693323732,-0.2965108106268738,0.2596709942999226
-0.24315750930071922,0.589699718995498,-0.6897234984524906,1.672650721872206,-0.10602512746894728,-0.01864390208886275
-0.2564800474977846,0.6219543094170517,-0.37275838485864815,0.8994329644348911,-0.12410201062831973,-0.3378884969452705
-0.2616294253336388,0.6342571380874394,-0.03587327931989416,0.07651150533612118,-0.019328562043644755,-0.3151256985207563
-0.2577331659121728,0.6244553281718035,0.35264025676287075,-0.8727785987075796,0.04427016894635097,-0.9101464441640533
-0.24374416483324682,0.5900122573045703,0.7715446845646271,-1.8947829934926035,0.0709045539594401,-0.6098029780544579
-0.21833392407610813,0.5277422892520448,1.2697556005156276,-3.1067545707742488,0.231917520356844,-1.5021516383522047
-0.17983233669655624,0.43367742653835156,1.8188523026562022,-4.438380289183588,0.17659788028429305,-0.927135075326849
-0.1260073792094311,0.3025165758477048,2.4833900300651077,-6.04555488718665,0.45446136012409105,-2.143703984732844
-0.055850492211347,0.13184615234400457,3.125407712934318,-7.599151667676932,0.27882550307149223,-1.2209603170947783
0.02931613851504445,-0.07523332189316918,3.630016410794055,-8.830593645737315,0.5994965035633181,-2.569087004564872
0.12275506411406005,-0.30285292416585435,3.787191725665261,-9.242360874164808,0.2619346836813305,-1.2166870807613057
0.2145326179753464,-0.52756930280501,3.5317301935833125,-8.681410147466382,0.3916289993237777,-2.1320831651365886
0.2981775025292937,-0.7342463936873651,3.13657613354997,-7.79921862198061,0.1267079504537343,-0.9171618697086785
0.3707910330866147,-0.9162350545309639,2.678626847276543,-6.775231060175499,0.10714487403083582,-1.4914763255030175
0.4324149146469875,-1.073775832427185,2.2574070338664995,-5.8433851132342465,0.0008483386295220619,-0.6243954040552999
0.48371532753078217,-1.2085476489232903,1.8529707102282795,-4.953150889120046,-0.09942592538745781,-0.999974134010154
0.5253806955698452,-1.322172765703841,1.4866015677106956,-4.151636870510027,-0.08616094006418042,-0.4044036051377738
0.5581182140470231,-1.4162665582260368,1.1363781398922026,-3.3839652956241553,-0.23906834525716636,-0.620519729170951
0.5823985861517118,-1.4917757027720695,0.8100375711415027,-2.6648628787014665,-0.1439895901672794,-0.22940709819828853
0.5986661716850031,-1.5495201293388199,0.4937569736824983,-1.9579477316906653,-0.3301872059208927,-0.30291979598468943
0.6072058020304826,-1.5898364181469677,0.19180056015305402,-1.2706287218576,-0.18065335458321297,-0.07823635138427802
0.6082723145677302,-1.6129293185785927,-0.10533769650244161,-0.576437449754944,-0.3855654487286069,-0.01699814170509612
0.6019962220688237,-1.618640067504146,-0.39559970158032315,0.119947144199291,-0.2022461181854947,0.06164539601041309
0.5884575899930757,-1.6066582176879995,-0.6879730486974662,0.8427328508162872,-0.4170485118729834,0.2563507751288737
0.5675736227094553,-1.5762966418615705,-0.9832214699223376,1.5903288918473604,-0.2153212270340753,0.19928169976608906
0.5391542643908079,-1.526634531600863,-1.2937476205064702,2.392729079985494,-0.4391793716882987,0.5341323213142984
0.5027153516471465,-1.4561556160961098,-1.624780302452722,3.255676852619702,-0.22847144563823862,0.3449915226233017
0.45754366319178125,-1.3628722358177727,-1.9985193108275907,4.230056807333795,-0.47181634415076257,0.8411088311542091
0.40231112955491616,-1.2434991913322844,-2.429648901502356,5.34287035157714,-0.2541865827014567,0.5173810760010549
0.33515109752750544,-1.0935630090206379,-2.9675615637313535,6.709017778741513,-0.5456702158234157,1.2291174740616375
0.25271261651183896,-0.9051980619567331,-3.6519239615472694,8.41719098896481,-0.314469600462666,0.7602664743648226
0.14957049034783318,-0.6656547955860993,-4.631345240206042,10.822292886916863,-0.7197394941797033,1.8254996836419695
0.019550383037749808,-0.3602821812964719,-5.802160696500414,13.683541881486825,-0.43134403524316145,1.1237378482664022
-0.13896987843826158,0.014973756942457958,-6.693299077182331,15.900570265551531,-0.9838422721773767,2.616665047039474
-0.3058064462195453,0.41292831691666954,-6.46746508195228,15.499431053171211,-0.3912949415535458,1.1107112880085903
-0.4536473575240043,0.7697497448126993,-5.374192775969874,13.08998236879038,-0.5610204858247512,1.7758395659356638
-0.5752353784024892,1.069612632880464,-4.367237350540222,10.942752888523748,-0.1921230937005072,0.7332827708778176
-0.673893961176269,1.3217962802531595,-3.5496037783804026,9.29815659762625,-0.21398868285211461,1.1628464242511396
-0.7539235163425135,1.5378313343225307,-2.8769158469283753,8.050863764541493,-0.04226398708245226,0.49121691754033364
-0.8181534678518939,1.7258336277938635,-2.269864856625243,7.018044370676072,0.04388400751157084,0.8011127203965974
-0.8678358878377893,1.8901699004856272,-1.713108728103497,6.157582810778139,0.07880475329202623,0.3366526971923145
-0.9038758720801541,2.0343751653397755,-1.1730500476083805,5.391648888179813,0.2715425481648369,0.5423236204811425
-0.9266364658113454,2.1603937632185573,-0.6507660347393426,4.70267555831906,0.18917793947092312,0.21778579098274983
-0.9364098400025224,2.2697704472885705,-0.13390526923582538,4.05275486618733,0.48286077447063064,0.3259083446572883
-0.9334717883133903,2.36329572971484,0.36615445868600205,3.4345523464778096,0.290128568752451,0.1128110931916007
-0.9181914113497215,2.4415405533391388,0.8512607418239228,2.8265827588752743,0.6700303995744767,0.12422672703107149
-0.8911592914119665,2.50470240488861,1.3062995011511995,2.2278984260444012,0.37533233474503763,0.011902622241940514
-0.8531194407434375,2.5528721076439536,1.7293480014821025,1.6256924221092914,0.8171074092111054,-0.07471460447458027
-0.8050688817268481,2.5859869058247713,2.1071538850042626,1.0234963397219563,0.43674619884212,-0.08832413883433547
-0.7481494365518195,2.6039462092882024,2.436788505695253,0.4127281559331748,0.9093811115964768,-0.273393301468744
-0.6837101059723457,2.606598705200775,2.708744343840152,-0.2010159920529601,0.46799869034474534,-0.1878118703082664
-0.6132239387985814,2.593778706585651,2.9193703350054423,-0.8252341383513049,0.9374798306268063,-0.4694821997428066
-0.538280552377362,2.5653038054353083,3.0653240060907816,-1.4534294745036662,0.466040967452139,-0.28505447546375356
-0.46051851860397564,2.5209843481725867,3.1462363251762926,-2.092767790979798,0.9009040162356639,-0.6587760846424511
-0.3814386618383666,2.4606328007856297,3.1707531449711746,-2.7360185167552564,0.43405943094464877,-0.37768032509724625
-0.30238785590546496,2.384060481672176,3.149343155526238,-3.391013074643666,0.8148710089121975,-0.8366262184140582
-0.2241698833439331,2.2910191166465093,3.1041271685752156,-4.053571454566197,0.38442877570175205,-0.46368126255586845
-0.1472031821827848,2.1811758472554947,3.057384366691755,-4.739034601651276,0.7118369215710751,-1.0029083474362435
-0.07109187421883936,2.05380978665184,3.035694067271107,-5.455412235715278,0.3358890077580345,-0.546097826732945
0.005027873107599295,1.9078355560683125,3.06697974185822,-6.239447934274047,0.6296844553392971,-1.1726365064204256
0.08291189084018753,1.7409911280183492,3.1768358489078206,-7.125016875869195,0.30659019935730114,-0.6395956351133172
0.16484669160060467,1.5500413111625622,3.4050487267893343,-8.200047440090406,0.6017946252934242,-1.3900589272144315
