col0,col1,col2,col3,col4,col5,col6,col7
0.029904786,0.01805952,0.02488758,0.0081053795,0.019236645,0.0035375596,0.008143446,0.005052607
0.029895218,0.01823468,0.02488838,0.008110107,0.019248823,0.0035967368,0.008142772,0.0050534783
0.029891122,0.018303644,0.024892028,0.008113993,0.019256689,0.0035888576,0.0081439195,0.0050532776
0.029901123,0.018234575,0.024898477,0.008115248,0.019254422,0.003498357,0.008147743,0.0050517493
0.02990287,0.018227166,0.02490723,0.008119332,0.019257348,0.003423056,0.008152236,0.0050504305
0.029889705,0.018266218,0.024917962,0.008126135,0.019264024,0.0033564481,0.008157089,0.005049275
0.029881163,0.018246043,0.024930632,0.008131842,0.019262427,0.0032426233,0.008163726,0.0050473716
0.029865151,0.01823717,0.024944764,0.008138976,0.019261848,0.003125023,0.0081707025,0.005045429
0.029839829,0.018289378,0.024959799,0.008148163,0.019263681,0.0030311914,0.008177767,0.0050438684
0.029818049,0.018312756,0.02497574,0.008156742,0.019259976,0.0029197403,0.008185735,0.005042058
0.02980661,0.01828227,0.024992235,0.008164026,0.019251768,0.0027836016,0.008194418,0.0050398437
0.029798115,0.018258452,0.02500896,0.0081717465,0.019245714,0.0026577062,0.008202966,0.005037802
0.029787723,0.018280743,0.025025398,0.008180633,0.019244041,0.0025634232,0.0082109505,0.0050362665
0.029777711,0.018326377,0.025041297,0.008189848,0.019244177,0.0024895535,0.008218512,0.0050350623
0.02977029,0.018369839,0.025056498,0.00819859,0.019244138,0.0024233968,0.00822574,0.005033985
0.029766265,0.018396717,0.025070691,0.008206415,0.019243266,0.0023584187,0.008232564,0.0050329403
0.02976591,0.018404117,0.02508358,0.008213098,0.019242303,0.0022942924,0.008238834,0.005031914
0.029768711,0.018399574,0.025094815,0.0082187345,0.019243373,0.0022362722,0.008244296,0.0050309943
0.029771274,0.018396996,0.025104035,0.008223597,0.019248607,0.0021934924,0.00824863,0.005030335
0.02977242,0.018394118,0.025110833,0.008227402,0.01925857,0.0021669785,0.0082516745,0.0050299303
0.029771663,0.018378304,0.025114948,0.008229589,0.019271893,0.0021507877,0.008253464,0.0050296877
0.02976661,0.018345008,0.025115954,0.008229832,0.019287031,0.0021430266,0.00825391,0.0050295833
0.029755818,0.018277783,0.02511364,0.008227414,0.019300312,0.0021354302,0.008253079,0.00502944
0.029734427,0.018201921,0.025107848,0.008222785,0.019308513,0.002138896,0.008250902,0.005029487
0.029692676,0.01817547,0.025098294,0.008217036,0.019305931,0.0021798122,0.008247241,0.0050301994
0.029647337,0.018087799,0.025085848,0.008206989,0.019275276,0.002193788,0.008243252,0.005030376
0.029613756,0.018034935,0.025071228,0.008195215,0.019215655,0.0022244141,0.00823869,0.0050308225
0.029646875,0.018108848,0.02505644,0.008183609,0.01912656,0.0023079813,0.0082343165,0.005032191
0.029901907,0.018221287,0.025045713,0.008170073,0.01901838,0.0023807588,0.008232224,0.005033345
0.03061776,0.018682804,0.025044978,0.008162858,0.018957872,0.0026200933,0.008232697,0.005037449
0.03231538,0.019411149,0.025065277,0.008160042,0.019053066,0.0029717062,0.008240107,0.0050435658
0.035718773,0.020819852,0.025121108,0.008173921,0.019534187,0.0037744963,0.008255337,0.0050576236
0.04220431,0.022978198,0.025237199,0.008204106,0.020773169,0.005110101,0.008287888,0.005081175
0.053262047,0.026154254,0.025437772,0.008261027,0.023269393,0.0074285693,0.008340007,0.0051216674
0.07048097,0.030493623,0.025745388,0.008346927,0.027540676,0.011126649,0.008416181,0.005185012
0.09536285,0.03655531,0.026176294,0.008470669,0.03406121,0.016476596,0.008521464,0.0052761617
0.12698945,0.04345576,0.026703387,0.008615261,0.042542357,0.023361515,0.008640371,0.0053896406
0.16230883,0.051176444,0.027263803,0.008777683,0.0519566,0.031183923,0.008753202,0.0055152993
0.19578874,0.05899215,0.027762506,0.008941651,0.06056729,0.038874425,0.008833443,0.0056352196
0.22195587,0.064471275,0.028118514,0.009048468,0.06670689,0.04486519,0.008871357,0.005723242
0.23824741,0.06896052,0.028307779,0.009125155,0.069891766,0.04910607,0.008871807,0.005783279
0.24598682,0.07135187,0.028370729,0.009146718,0.07073253,0.051443942,0.008859149,0.005814174
0.24825981,0.072123766,0.02836609,0.009130295,0.070299305,0.05242693,0.008849002,0.005825795
0.24776782,0.07275182,0.028337631,0.009112815,0.069459096,0.05292898,0.0088470755,0.0058317245
0.24657188,0.0727859,0.028316194,0.009087125,0.06872918,0.05310188,0.008859219,0.0058334665
0.24564865,0.07250596,0.028312624,0.009062849,0.06831272,0.053148184,0.008881193,0.0058338023
0.24526085,0.07237116,0.028325858,0.009050185,0.06822081,0.053265076,0.008907325,0.0058354908
0.24542668,0.072303556,0.028352147,0.009045505,0.06838888,0.053443007,0.008935103,0.0058381576
0.24601018,0.07223233,0.028386168,0.0090455925,0.06872599,0.053644978,0.0089621395,0.0058411737
0.24682547,0.07219877,0.02842273,0.0090496745,0.06914672,0.05386531,0.008986417,0.0058444436
0.24773295,0.07220613,0.02845825,0.009056107,0.069589116,0.054091007,0.009007178,0.005847778
0.24866268,0.07222984,0.028491309,0.009063213,0.070019774,0.054305602,0.009024646,0.0058510215
0.24960388,0.07228627,0.028521877,0.009070604,0.070431404,0.054513443,0.009039332,0.0058543417
0.25064573,0.072403155,0.028552603,0.009078462,0.07085221,0.054732747,0.00905273,0.00585824
0.25198972,0.0726471,0.02858883,0.0090885,0.071349375,0.055003647,0.009066874,0.0058637476
0.25403526,0.07325534,0.028640874,0.009106379,0.07206203,0.05545034,0.00908499,0.005873506
0.25773925,0.07440713,0.028732253,0.009136558,0.07329847,0.05619075,0.009116125,0.005891069
0.2648515,0.07687295,0.028906874,0.009199399,0.07564921,0.057681825,0.009173158,0.005926837
0.27950165,0.08212782,0.029266385,0.009330334,0.08047188,0.060794696,0.009291326,0.0060023237
0.11709266,0.02761425,0.025311468,0.007996489,0.027611557,0.027530808,0.007996499,0.0051941895
