q1_bar,q2_bar,q1_dot_bar,q2_dot_bar,u1_bar,u2_bar
0.0,5.429145403142289e-39,0.0,-1.1571272480327049e-37,0.02533557322813807,0.007317963005966037
0.003372759113896989,0.0009998083754838205,0.2197078848457297,0.07349823097119508,0.005813756973004099,0.0024026475661637838
0.008479754870832372,0.003350589705943772,0.13873892208478403,0.10807784795429295,0.0016987745332157974,-0.0009551636133397723
0.011682477851021734,0.005568436305372812,0.1191993818313249,0.07767767869986045,0.0062776228113500775,0.00216051901252072
0.014525748201810141,0.007650864740872744,0.10998276943028505,0.09724444465597215,0.004935862033696713,0.0005738381963915697
0.016159958639377324,0.009881359136464487,0.022502342727858553,0.08523533512816413,0.00021790846067559273,0.00044990071734808077
0.01573828569577976,0.012114642788887024,-0.054487792743255915,0.09746750260661712,-0.0018403731769931736,0.0015057035371078737
0.01423857904005316,0.014361386428537327,-0.06757337265743024,0.08572547441667587,-0.003656038249558676,0.0017237840926941814
0.012255380215955623,0.016573592006806314,-0.09316723206403049,0.09470459433430171,-0.002896298374291942,0.0015445902468368446
0.00936961990471939,0.01883944852908945,-0.13923571756441996,0.08867708725633945,-0.006233580243413056,0.0010384448816936835
0.005216488276664265,0.02111310903310024,-0.19455687161419313,0.0953289367350521,-0.004244395274552445,0.0014384852415787247
0.0004980389006691855,0.023316202030865592,-0.17802149580932256,0.08419233404378253,-0.002198237860508272,0.002435183559979582
-0.003439709187039565,0.025486411210134285,-0.1321007654422035,0.09269801214320994,-0.0017198213764155084,0.002575595821723874
-0.007726378228924716,0.027820366768260073,-0.21340516557867256,0.0946549458459944,-0.011879540502583687,-0.0005125891889930769
-0.014238591000297543,0.03025097879011583,-0.3101443814217264,0.10043029254708341,-0.004307665938069582,0.002027883344134968
-0.02261562015526833,0.03267037954264194,-0.357898143282973,0.0951711146985026,-0.010324401638183989,0.0001916899079693997
-0.03202751268755644,0.035112003097372516,-0.3929335475162606,0.10220835373634282,-0.004708030877973049,0.002292320925505609
-0.042296997143898736,0.037550573108695286,-0.4316877968471341,0.09539266090116588,-0.013034478809505985,-0.00045104621130411324
-0.05376503677376919,0.04000741922941604,-0.48881808709631036,0.10367075230893766,-0.008383564573505527,0.0015650068725076367
-0.06667995643383946,0.04251944979669042,-0.534254530814958,0.09913803062960833,-0.014625895054336924,-0.0006740900210914952
-0.0799716969587597,0.04505662569792097,-0.5189630606577739,0.10568202859504637,-0.00528663439877648,0.003027711305855089
-0.09328493520769654,0.04850757765631501,-0.5454511140535125,0.15517290326678032,-0.019060860597839825,-0.0014625481648598655
-0.10721201107552013,0.05205422364837765,-0.5680694892778215,0.11333792633935971,-0.01065385772330497,0.0008670810576528565
-0.12182892043233738,0.05458406099635174,-0.600536582264262,0.09538751297909373,-0.022463903300344555,-0.0021164800878306347
-0.13720147683307796,0.057140516265030604,-0.628520857385947,0.11546714791939733,-0.012428301308333905,0.001044594106287996
-0.15303102199135452,0.059728789199136136,-0.6404953860979171,0.09786978168034835,-0.02551092451786061,-0.0028625550196026855
-0.16935888817061673,0.062347778535205726,-0.668385936690742,0.11792485601018213,-0.016352739732416306,0.0005461070981123872
-0.18649912135556163,0.06504240225734194,-0.6976174920815779,0.10299729219748259,-0.029663634072295088,-0.0039272917868488095
-0.20397902708929258,0.067765250357757,-0.6955602410182705,0.12018252708758773,-0.01629006037011827,0.0013051634317039608
-0.22109153184979438,0.07047777365012034,-0.6738327644739683,0.10290596321032316,-0.03227620362089247,-0.0044937554916763675
